"education_val";"time";"province"
"0.15418502202643172";"2019";"重庆"
"0.15190836468151656";"2018";"重庆"
"0.13649213113370745";"2017";"重庆"
"0.12612612612612611";"2016";"重庆"
"0.12559469759584793";"2015";"重庆"
"0.12857327085930448";"2014";"重庆"
"0.09361333621996103";"2013";"重庆"
"0.09974402360189162";"2012";"重庆"
"0.085061243651573";"2011";"重庆"
"0.07703092904833293";"2010";"重庆"
"0.05491720175735046";"2009";"重庆"
"0.04244064972927947";"2008";"重庆"
"0.037697109067017086";"2007";"重庆"
"0.04494473673477711";"2006";"重庆"
"0.04630549795212628";"2005";"重庆"
"0.03642974513162955";"2004";"重庆"
"0.03607428887047777";"2003";"重庆"
"0.03348020677930819";"2002";"重庆"
