"ts_code";"ann_date";"ann_type";"title";"pub_time";"src_url"
"603988";"2018";"年度报告";"2018年年度报告";"2019-04-13 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-13/1206016494.PDF"
"603988";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614463.PDF"
"603989";"2015";"年度报告";"2015年年度报告(修订版)";"2016-05-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-05-17/1202324879.PDF"
"603989";"2016";"年度报告";"2016年年度报告摘要";"2017-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-18/1203314902.PDF"
"603989";"2017";"年度报告";"2017年年度报告";"2018-04-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-19/1204661228.PDF"
"603989";"2018";"年度报告";"2018年年度报告摘要";"2019-04-01 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-01/1205976542.PDF"
"603989";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207432258.PDF"
"603990";"2016";"年度报告";"2016年年度报告";"2017-03-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-28/1203212679.PDF"
"603990";"2017";"年度报告";"2017年年度报告摘要";"2018-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-31/1204558824.PDF"
"603990";"2018";"年度报告";"2018年年度报告（修订版）";"2019-06-05 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-06-05/1206332285.PDF"
"603990";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614428.PDF"
"603991";"2017";"年度报告";"2017年年度报告";"2018-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-25/1204735065.PDF"
"603991";"2018";"年度报告";"2018年年度报告摘要";"2019-03-06 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-06/1205877085.PDF"
"603991";"2019";"年度报告";"2019年年度报告（修订版）";"2020-05-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-05-28/1207866051.PDF"
"603992";"2019";"年度报告";"2019年年度报告摘要";"2020-04-14 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-14/1207492211.PDF"
"603993";"2012";"年度报告";"2012年年度报告";"2013-03-15 00:00:01";"http://static.cninfo.com.cn/finalpage/2013-03-15/62215755.PDF"
"603993";"2013";"年度报告";"2013年年度报告(修订版)";"2014-02-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2014-02-28/63616639.PDF"
"603993";"2014";"年度报告";"H股-2014年年度报告";"2015-05-01 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-05-01/1200957435.PDF"
"603993";"2016";"年度报告";"2016年年度报告";"2017-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-03-31/1203241774.PDF"
"603993";"2017";"年度报告";"2017年年度报告";"2018-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-03-30/1204555499.PDF"
"603993";"2018";"年度报告";"2018年年度报告摘要";"2019-03-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-03-29/1205959193.PDF"
"603993";"2019";"年度报告";"2019年年度报告摘要";"2020-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-30/1207423514.PDF"
"603995";"2019";"年度报告";"2019年年度报告";"2020-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-20/1207534714.PDF"
"603997";"2014";"年度报告";"2014年年度报告";"2015-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-04-17/1200854489.PDF"
"603997";"2015";"年度报告";"2015年年度报告";"2016-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-26/1202246338.PDF"
"603997";"2016";"年度报告";"2016年年度报告摘要";"2017-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-18/1203316041.PDF"
"603997";"2017";"年度报告";"2017年年度报告摘要";"2018-04-11 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-11/1204601871.PDF"
"603997";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207429599.PDF"
"603998";"2014";"年度报告";"2014年年度报告（修订版）";"2015-03-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2015-03-27/1200747061.PDF"
"603998";"2016";"年度报告";"2016年年度报告";"2017-04-19 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-19/1203324298.PDF"
"603998";"2017";"年度报告";"2017年年度报告";"2018-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-28/1204829622.PDF"
"603998";"2018";"年度报告";"2018年年度报告";"2019-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-27/1206128527.PDF"
"603998";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207694875.PDF"
"603999";"2015";"年度报告";"2015年年度报告摘要";"2016-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2016-04-27/1202251200.PDF"
"603999";"2016";"年度报告";"2016年年度报告摘要";"2017-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2017-04-26/1203386190.PDF"
"603999";"2017";"年度报告";"2017年年度报告摘要";"2018-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2018-04-20/1204664509.PDF"
"603999";"2018";"年度报告";"2018年年度报告摘要";"2019-04-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2019-04-26/1206100045.PDF"
"603999";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614393.PDF"
"688001";"2019";"年度报告";"2019年年度报告摘要";"2020-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-16/1207508027.PDF"
"688002";"2019";"年度报告";"2019年年度报告";"2020-04-08 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-08/1207462955.PDF"
"688003";"2019";"年度报告";"2019年年度报告";"2020-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-18/1207528963.PDF"
"688005";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207671744.PDF"
"688006";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207671787.PDF"
"688007";"2019";"年度报告";"2019年年度报告（英文版）";"2020-11-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-11-25/1208792947.PDF"
"688008";"2019";"年度报告";"2019年年度报告摘要";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207604190.PDF"
"688009";"2019";"年度报告";"2019年年度报告摘要";"2020-03-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-26/1207404776.PDF"
"688010";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207692690.PDF"
"688011";"2019";"年度报告";"2019年年度报告摘要";"2020-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-17/1207516512.PDF"
"688015";"2019";"年度报告";"2019年年度报告摘要";"2020-04-09 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-09/1207468989.PDF"
"688016";"2019";"年度报告";"2019年年度报告";"2020-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-30/1207423495.PDF"
"688018";"2019";"年度报告";"2019年年度报告摘要";"2020-03-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-10/1207356770.PDF"
"688019";"2019";"年度报告";"2019年年度报告摘要";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207552764.PDF"
"688020";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207694890.PDF"
"688021";"2019";"年度报告";"2019年年度报告摘要";"2020-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-16/1207508015.PDF"
"688022";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207600305.PDF"
"688023";"2019";"年度报告";"2019年年度报告摘要";"2020-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-15/1207501169.PDF"
"688025";"2019";"年度报告";"2019年年度报告（修订版）";"2020-05-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-05-20/1207831323.PDF"
"688026";"2019";"年度报告";"2019年年度报告";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207692708.PDF"
"688028";"2019";"年度报告";"2019年年度报告";"2020-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-15/1207501105.PDF"
"688029";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207428735.PDF"
"688030";"2019";"年度报告";"2019年年度报告";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207551282.PDF"
"688033";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207656259.PDF"
"688036";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650591.PDF"
"688037";"2019";"年度报告";"2019年年度报告摘要";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614323.PDF"
"688039";"2019";"年度报告";"2019年年度报告摘要";"2020-04-27 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-27/1207621075.PDF"
"688058";"2019";"年度报告";"2019年年度报告（修订版）";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650611.PDF"
"688066";"2019";"年度报告";"2019年年度报告（修订版）";"2020-06-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-06-22/1207947709.PDF"
"688068";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207556883.PDF"
"688078";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207543627.PDF"
"688080";"2019";"年度报告";"2019年年度报告（修订版）";"2020-05-07 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-05-07/1207709475.PDF"
"688081";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650639.PDF"
"688086";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207556900.PDF"
"688088";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650668.PDF"
"688089";"2019";"年度报告";"2019年年度报告摘要";"2020-04-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-30/1207692724.PDF"
"688090";"2019";"年度报告";"2019年年度报告摘要";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614283.PDF"
"688098";"2019";"年度报告";"2019年年度报告摘要";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207589268.PDF"
"688099";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207651759.PDF"
"688100";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207671808.PDF"
"688101";"2019";"年度报告";"2019年年度报告摘要";"2020-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-10/1207474155.PDF"
"688108";"2019";"年度报告";"2019年年度报告";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207582968.PDF"
"688111";"2019";"年度报告";"2019年年度报告";"2020-03-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-25/1207399833.PDF"
"688116";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207669276.PDF"
"688118";"2019";"年度报告";"2019年年度报告摘要";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207556994.PDF"
"688122";"2019";"年度报告";"2019年年度报告";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207432403.PDF"
"688123";"2019";"年度报告";"2019年年度报告摘要";"2020-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-17/1207516420.PDF"
"688126";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650673.PDF"
"688128";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650705.PDF"
"688138";"2019";"年度报告";"2019年年度报告摘要";"2020-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-16/1207506532.PDF"
"688139";"2019";"年度报告";"2019年年度报告摘要";"2020-03-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-26/1207405228.PDF"
"688158";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207651785.PDF"
"688159";"2019";"年度报告";"2019年年度报告";"2020-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-15/1207501350.PDF"
"688166";"2019";"年度报告";"2019年年度报告摘要";"2020-04-10 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-10/1207474129.PDF"
"688168";"2019";"年度报告";"2019年年度报告摘要";"2020-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-20/1207534499.PDF"
"688169";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650734.PDF"
"688177";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207661107.PDF"
"688178";"2019";"年度报告";"2019年年度报告";"2020-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-20/1207534531.PDF"
"688181";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207543395.PDF"
"688186";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207432385.PDF"
"688188";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650766.PDF"
"688196";"2019";"年度报告";"2019年年度报告摘要";"2020-03-26 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-26/1207404758.PDF"
"688198";"2019";"年度报告";"2019年年度报告";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207551606.PDF"
"688199";"2019";"年度报告";"2019年年度报告";"2020-04-18 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-18/1207529078.PDF"
"688200";"2019";"年度报告";"2019年年度报告摘要";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614252.PDF"
"688202";"2019";"年度报告";"2019年年度报告摘要";"2020-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-16/1207508185.PDF"
"688208";"2019";"年度报告";"2019年年度报告（修订版）";"2020-04-14 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-14/1207491604.PDF"
"688218";"2019";"年度报告";"2019年年度报告摘要";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207671839.PDF"
"688233";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207614132.PDF"
"688258";"2019";"年度报告";"2019年年度报告";"2020-04-22 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-22/1207549660.PDF"
"688266";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650781.PDF"
"688268";"2019";"年度报告";"2019年年度报告的更正公告";"2020-06-03 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-06-03/1207888802.PDF"
"688278";"2019";"年度报告";"2019年年度报告";"2020-03-30 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-30/1207423476.PDF"
"688288";"2019";"年度报告";"2019年年度报告";"2020-04-07 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-07/1207458735.PDF"
"688298";"2019";"年度报告";"2019年年度报告摘要";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650821.PDF"
"688299";"2019";"年度报告";"2019年年度报告";"2020-04-16 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-16/1207506844.PDF"
"688300";"2019";"年度报告";"2019年年度报告摘要";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207557034.PDF"
"688310";"2019";"年度报告";"2019年年度报告";"2020-04-25 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-25/1207605482.PDF"
"688321";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207543651.PDF"
"688333";"2019";"年度报告";"2019年年度报告";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207669315.PDF"
"688357";"2019";"年度报告";"2019年年度报告摘要";"2020-04-20 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-20/1207534536.PDF"
"688358";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207432876.PDF"
"688363";"2019";"年度报告";"2019年年度报告";"2020-04-29 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-29/1207671146.PDF"
"688366";"2019";"年度报告";"2019年年度报告（修订版）";"2020-04-15 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-15/1207500156.PDF"
"688368";"2019";"年度报告";"2019年年度报告";"2020-04-28 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-28/1207650839.PDF"
"688369";"2019";"年度报告";"2019年年度报告";"2020-04-21 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-21/1207543334.PDF"
"688388";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207432855.PDF"
"688389";"2019";"年度报告";"2019年年度报告摘要";"2020-03-31 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-03-31/1207432823.PDF"
"688396";"2019";"年度报告";"2019年年度报告";"2020-04-23 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-23/1207557586.PDF"
"688398";"2019";"年度报告";"2019年年度报告";"2020-04-17 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-17/1207517080.PDF"
"688399";"2019";"年度报告";"2019年年度报告摘要";"2020-04-24 00:00:00";"http://static.cninfo.com.cn/finalpage/2020-04-24/1207582990.PDF"
"600322";"2020";"年度报告";"天房发展2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1211820290&announceTime=2021-12-07"
"600491";"2020";"年度报告";"龙元建设2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210685914&announceTime=2021-08-07"
"600812";"2020";"年度报告";"2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210664752&announceTime=2021-08-06"
"000760";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210428613&announceTime=2021-07-07"
"600093";"2020";"年度报告";"易见股份2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210418513&announceTime=2021-07-06"
"002359";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210340378&announceTime=2021-06-26"
"600393";"2020";"年度报告";"粤泰股份2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210320260&announceTime=2021-06-24"
"603863";"2020";"年度报告";"广东松炀再生资源股份有限公司2019年年度报告摘要（更正版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210302687&announceTime=2021-06-22"
"600090";"2020";"年度报告";"新疆同济堂健康产业股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210302435&announceTime=2021-06-22"
"600358";"2020";"年度报告";"国旅联合股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210301510&announceTime=2021-06-22"
"601611";"2020";"年度报告";"中国核工业建设股份有限公司2020年年度报告_摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210268300&announceTime=2021-06-18"
"601599";"2020";"年度报告";"浙文影业集团股份有限公司2020年年度报告摘要（修订稿）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210182762&announceTime=2021-06-08"
"600755";"2020";"年度报告";"厦门国贸集团股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210168805&announceTime=2021-06-05"
"002575";"2020";"年度报告";"关于2020年年度报告及摘要的修订公告";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210167968&announceTime=2021-06-05"
"600359";"2020";"年度报告";"新疆塔里木农业综合开发股份有限公司2020年度报告摘要（修正版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210140908&announceTime=2021-06-02"
"688108";"2020";"年度报告";"赛诺医疗2020年年度报告摘要（修正版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210140205&announceTime=2021-06-02"
"603990";"2020";"年度报告";"苏州麦迪斯顿医疗科技股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210123235&announceTime=2021-05-29"
"600248";"2020";"年度报告";"陕西建工集团股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210121107&announceTime=2021-05-29"
"688020";"2020";"年度报告";"广州方邦电子股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210115072&announceTime=2021-05-28"
"600469";"2020";"年度报告";"风神轮胎股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210115063&announceTime=2021-05-28"
"603025";"2020";"年度报告";"大豪科技2020年度报告摘要（修正版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210114102&announceTime=2021-05-28"
"601168";"2020";"年度报告";"西部矿业2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210105171&announceTime=2021-05-27"
"600796";"2020";"年度报告";"浙江钱江生物化学股份有限公司2020年年度报告摘要（修订）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1210103466&announceTime=2021-05-27"
"688567";"2020";"年度报告";"孚能科技2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209983329&announceTime=2021-05-15"
"600517";"2020";"年度报告";"国网英大2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209981645&announceTime=2021-05-15"
"600725";"2020";"年度报告";"云南云维股份有限公司2020年年度报告(修订稿)_摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209981027&announceTime=2021-05-15"
"600671";"2020";"年度报告";"杭州天目山药业股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209957386&announceTime=2021-05-13"
"603729";"2020";"年度报告";"上海龙韵传媒集团股份有限公司2020年年度报告_摘要（更正后）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209934760&announceTime=2021-05-07"
"601118";"2020";"年度报告";"海南橡胶2020年年度报告（摘要）（修订稿）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209892254&announceTime=2021-05-06"
"300495";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209893123&announceTime=2021-04-30"
"002640";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209892026&announceTime=2021-04-30"
"300367";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209892112&announceTime=2021-04-30"
"002411";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209891381&announceTime=2021-04-30"
"688663";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880529&announceTime=2021-04-30"
"688600";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880505&announceTime=2021-04-30"
"688559";"2020";"年度报告";"海目星2020年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880451&announceTime=2021-04-30"
"688500";"2020";"年度报告";"慧辰资讯2020年年度报告_摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880415&announceTime=2021-04-30"
"688396";"2020";"年度报告";"华润微：2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880356&announceTime=2021-04-30"
"688329";"2020";"年度报告";"艾隆科技2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880331&announceTime=2021-04-30"
"688157";"2020";"年度报告";"湖南松井新材料股份有限公司2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880278&announceTime=2021-04-30"
"688092";"2020";"年度报告";"杭州爱科科技股份有限公司2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880226&announceTime=2021-04-30"
"688086";"2020";"年度报告";"2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880210&announceTime=2021-04-30"
"688013";"2020";"年度报告";"天臣医疗2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880152&announceTime=2021-04-30"
"605389";"2020";"年度报告";"江苏长龄液压股份有限公司2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880137&announceTime=2021-04-30"
"603996";"2020";"年度报告";"中新科技集团股份有限公司2020年年度报告摘要（修订版）";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209880085&announceTime=2021-04-30"
"603711";"2020";"年度报告";"香飘飘2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209879952&announceTime=2021-04-30"
"603708";"2020";"年度报告";"家家悦集团股份有限公司2020年年度报告摘要";"2020";"http://www.cninfo.com.cn/new/announcement/download?bulletinId=1209879935&announceTime=2021-04-30"
